UUID,REF,LCX,KEYWORDS,RCX,lemma_bfm,pos_bfm
7e323c12-34b6-40b5-a2da-d14bc194bea4,"jouvencel1, p. 193","conclure brief ce qu' ilz auroient à faire . Ainsi que ilz estoient ensemble ,",arriva,"Connin , qui venoit de devers le siège et dit au conte : « Monseigneur",VERcjg,|arriver|
aea44d68-a8db-4278-b645-38b2d5ff5053,"jouvencel1, p. 208","Rocqueton et Guyon lui avoient dit . Et , ainsi qu' ilz parloient ensemble ,",arriva,"le Jouvencel de la ville , qui dit au conte et aux seigneurs , qui",VERcjg,|arriver|
cec4b8ad-37c2-4db9-88ee-dbcc031222f9,"jouvencel1, p. 222","! je le vous nye , dist Gervaise . Il me souvient bien qu' il",arriva,"ung tas de gens sur moy , qui le me voulurent tuer ; lesquieulx je",VERcjg,|arriver|
fce804a6-2398-4c73-b374-05a7fc0650bc,"jouvencel2, p. 7",à la ville . Et puis chevaucha tant le conte par ses journées qu' il,arriva,"devers le Roy , où il fut grandement repçeu . Et lui dist le Roy",VERcjg,|arriver|
67c696a9-7b95-43e3-b00d-30b5d34b4633,"jouvencel2, p. 15",". » Tantost s' en partist le Jouvencel et avec luy cent lances , et",arriva,"à quelque demye lieue d' Escallon ung peu devant le jour , et non si",VERcjg,|arriver|
c47fe1bb-fcf9-4836-b093-0c03836d5d86,"jouvencel2, p. 86",bien que tout devoit estre sien . Tant chemina sur ses petiz pas qu' il,arriva,au logeiz et là conclud la maniere de son chevaucher et fit son butin et,VERcjg,|arriver|
4a27164d-c8f4-4fa9-bc05-a7eae4beb464,"jouvencel2, p. 88","avoient esté très bien frotez à l' entrée . Et , sur le tart ,",arriva,le Jouvencel et toute sa bataille ; et allerent au devant le sire de Rocqueton,VERcjg,|arriver|
2ee97782-848d-4ddd-991c-2711d9c39838,"jouvencel2, p. 92","et dangiers . Et ainsi , comme le Jouvencel chevauchoit pour s' en aller ,",arriva,"le duc Baudouyn au logeiz où le Jouvencel avoit couchié la nuyt , et ne",VERcjg,|arriver|
5a4a02e2-800b-47aa-b35d-f692061e9c30,"jouvencel2, p. 130","et pour l' ardeur qu' il avoit de les secourir . Et , quant il",arriva,"au boullevart , il descendist à pié et chascun des siens à qui mieulx mieulx",VERcjg,|arriver|
b522a739-1b9f-4952-a2b7-835d1221364d,"jouvencel2, p. 131","bien desplaisant . Car , ainsi comme ses gens eurent baillé le chastel , il",arriva,o toute sa puissance et rencontra ceulx du chastel à bien un quart de lieue,VERcjg,|arriver|
01855638-e998-47e4-b43a-df96f7d31839,"jouvencel2, p. 134",": c' est assavoir , ainsi que le Roy retournoit de la messe , Crathor",arriva,"en la salle , où moult de ses gens estoient , qui congnoissoient bien que",VERcjg,|arriver|
ca6f6daa-0c55-41ef-a7cf-69da2a5740fa,"jouvencel2, p. 177","jour qu' il avoit entrepriz . Et , le soir devant qu' il montast ,",arriva,"le Mareschal de Crathor devers lui , que le Roy lui envoya pour advertir d'",VERcjg,|arriver|
9eca9518-2125-440e-a912-092921b285d0,"jouvencel2, p. 177",et tous ses gens prindrent la rote aprez lui ; et singla tant qu' il,arriva,", le huitiesme jour de juillet , devers le roy Amydas qui l' attendoit de",VERcjg,|arriver|
d9dc7894-7fec-40e0-bd2f-a5dd17045554,"jouvencel2, p. 247",et le roy Amydas aprez . Et tant chevaucha par ses petitz pas qu' il,arriva,"à une ville tenant le party du roy Amydas , assez prez de là où",VERcjg,|arriver|
c3874d04-6180-4a66-88c7-fc9f06f80e16,"jouvencel2, p. 247","sejour , affin que ce cappitaine ne peust estre advisé de sa puissance . Il",arriva,"de nuit en la ville , par quoy les ennemyz ne peurent avoir congnoissance du",VERcjg,|arriver|
59eeb4ff-4f9d-4064-80a3-bc879fe3f6fd,"jouvencel2, p. 247","le Jouvencel conclud et delibera de le aller combatre . Et , ainsi qu' il",arriva,"au logeis du cappitaine , il le vit avecques ses gens d' armes en une",VERcjg,|arriver|
2e4b8369-0b4c-473d-81ac-bbf259314d44,"tringant, p. 275","par la dilligence que fit ung cappitaine anglois nommé Matago , qui tenoit Chasteau-l'Hermitage ,",arriva,"au point du jour le sire de Talbot , acompagné de gens de son party",VERcjg,|arriver|
9a5f5543-5453-40c5-a31a-e420bc909a66,"jehpar, p. 4","entree de son palaix royal , et que celuy jour estoit une solempne feste ,",arriva,devant luy le roy d' Espaigne qui en grans pleurs et gemissemens se gecta aux,VERcjg,|arriver|
80e0a7c1-7c12-466c-b62b-eadc6b5ae961,"jehpar, p. 8","passer a Bourdeaux , et de la a Baionne . Comment le roy de France",arriva,en Espaigne et ne trouva personne en chemin si non le gouverneur d' Espaigne lequel,VERcjg,|arriver|
f0e538ba-353e-4479-a247-0c97c0775a96,"jehpar, p. 28",Incontinant le herault partit et picque son cheval des esperons et fit tant qu' il,arriva,"près d' eulx , et regarda comme ilz chevauchoient en belle ordonnance et tous les",VERcjg,|arriver|
186f604d-2781-43ba-a027-f649af2c7110,"jehpar, p. 31","Paris , lequel il salua moult doulcement en disant : Comment le roy d' Angleterre",arriva,"au près de Jehan de Paris , en le saluant moult doulcement , et Jehan",VERcjg,|arriver|
80cb8f23-62b6-49a4-8a2b-d67d2eb17782,"jehpar, p. 42","talant de railler a ceste heure . » Si chevaucherent fort , tant que chascun",arriva,"en son logis , la ou les Anglois se plaignoient et lamentoient de leurs parens",VERcjg,|arriver|
d9263215-7567-43d6-8849-6479b9cfc430,"jehpar, p. 44",les nopces devoient estre le lundi ensuivant . Tant chevaucha le roy que celuy jour,arriva,"a Burgues , ou il fut receu a grant triumphe et honneur . Comment le",VERcjg,|arriver|
5c929e76-c27b-48b0-b749-0aa74b541fa1,"jehpar, p. 44",ou il fut receu a grant triumphe et honneur . Comment le roy d' Angleterre,arriva,a Burgues ou il fut honnorablement receu . Environ trois ou quatre heures de soir,VERcjg,|arriver|
b6091195-0c19-4ad7-a52b-7d91a553e56c,"jehpar, p. 44","Burgues ou il fut honnorablement receu . Environ trois ou quatre heures de soir ,",arriva,"le roy d' Angleterre a Burgues , ou il fut moult bien receu , car",VERcjg,|arriver|
4d30527f-0630-4064-8c54-e631c15761ea,"jehpar, p. 56","que de veoir ces innumerables richesses . » Quant lesdicts chariotz furent passez , en",arriva,"aultres vingt cinq , couvers de damas bleu , et les coursiers harnechez de mesmes",VERcjg,|arriver|
4f211b38-8448-4374-997c-6a3770b8f297,"jehpar, p. 62","honnorablement avecq les cent pages d' honneur . Après que les archiers eurent passé ,",arriva,"ung bel homme , grant et bien formé , qui estoit vestu d' ung drap",VERcjg,|arriver|
436a3659-c7cb-4715-9203-fb0438220c66,"jehpar, p. 65",", c' est Jehan de Paris , mon maistre . » Comment Jehan de Paris",arriva,en la ville de Burgues en grant triumphe . Lors dit le page : «,VERcjg,|arriver|
7a1bd383-f490-4ba1-a308-eb77d3a2a979,"jehpar, p. 65",Si fut moult joyeuse la pucelle des parolles que le page luy disoit . Si,arriva,Jehan de Paris moult richement habillé et a l' entour de luy avoit quatre lacquetz,VERcjg,|arriver|
a11f2f75-6049-4d8e-9f82-f9cc710674ee,"jehpar, p. 88","quelle contenance faire . Ce pendant que les dames la desabilloient , le roy Jehan",arriva,"avecq belle compaignie , si dit a sa mye : « Et puis , ma",VERcjg,|arriver|
f91e8dc2-2eb1-48f7-a5f7-c12146bba11c,"commyn1, p. 29","pour luy , nonobstant qu' il luy dist par deux ou trois fois . Incontinent",arriva,"monsr de Contay , dont cy dessus ay parlé , qui luy dist semblables parolles",VERcjg,|arriver|
85975b4a-47fc-41b4-ac47-5d7ba021c656,"commyn1, p. 37","chascun ne le creut pas . Tantost après , environ dix heures du matin ,",arriva,"le vichancellier de Bretaigne , appellé Rouville , et Madré avecques luy , dont ay",VERcjg,|arriver|
b5ce4701-8f79-4d8a-a251-ea16d14f6a11,"commyn1, p. 82",y avoit là de seigneurs s' en fussent tous alléz honteusement . Toutesfoys audict conte,arriva,ce jour ou bien peu de jours après ung renfort que son père le duc,VERcjg,|arriver|
58a8ee71-affe-4009-b586-4d781d8d5f6f,"commyn2, p. 123","parolles d' ung costé et d' autre . Incontinent après le partement dudict cardinal ,",arriva,"devers ledict duc ung herault appellé Bretaigne , et luy apporta lettres des ducz de",VERcjg,|arriver|
40706d04-0df3-438e-82fc-123a6c5bf156,"commyn2, p. 127",", depuis grant escuyer de France . Et toute ceste bende dont j' ay parlé",arriva,"auprès de Peronne , comme le roy entroit . Et entra ledict de Bresse et",VERcjg,|arriver|
72d5e27c-77e3-4698-91e0-72b3a553dfbf,"commyn2, p. 131",mal condicionnéz . Or vous avez ouy de l' arrivée de ceste armée de Bourgongne,arrivant,à Peronne presque aussi tost que le roy ; car ledict duc ne les eust,VERcjg,|arriver|
92ff63bd-6e50-4cdc-a7c3-43296d226ea1,"commyn2, p. 144",si grant peril que nul plus grand ne luy pourroit advenir . Comme le duc,arriva,"en sa presence , la voix luy trembloit , tant il estoit esmeü et prest",VERcjg,|arriver|
a18abf4f-2314-4b7f-b4ff-b772d1e31285,"commyn2, p. 152",". Incontinent saillit le duc de Bourgongne en la rue , et peu après y",arriva,le roy et le connestable qui feïrent une grand dilligence à venir de si loing,VERcjg,|arriver|
4eb32919-27d7-430b-84b5-d9c39106059b,"commyn3, p. 33","devant eulx et gaingna la coste de Hollande ou encores plus bas , car il",arriva,"en Frize , près d' une petite ville appellée Alquemare ; et ancrèrent son navire",VERcjg,|arriver|
b32373d7-3f40-4874-8207-0676a45178cd,"commyn3, p. 64",que les assaillans se retirassent jusques après que ce feu fust estainct . Ledict duc,arriva,", qui semblablement tenoit la ville pour prinse , mais que ce feu fust estaint",VERcjg,|arriver|
2bbae7c4-9e72-47ba-bc09-8659bbee618f,"commyn3, p. 76","ung an ou de six moys , je ne sçay lequel . Comme le messaige",arriva,", il trouva que tout estoit jà conclud et les séelléz bailléz dès le soir",VERcjg,|arriver|
b8cae57a-a3c2-46eb-b731-4a8c035143ac,"commyn4, p. 42","la table du roy d' Angleterre , qui disnoit à l' heure que le herault",arriva,", on mena ledict herault devers luy , et l' ouyt . Sa creance estoit",VERcjg,|arriver|
537a8721-10f7-4f25-82a8-5cbc3f45daa9,"commyn4, p. 51",haste devers le roy d' Angleterre ; et n' avoit que seize chevaulx quant il,arriva,devers luy . Le roy d' Angleterre fut fort esbahy de ceste venue si soubdaine,VERcjg,|arriver|
0450b7e6-35e0-4644-b3ae-13fe8cf3ca17,"commyn4, p. 61","aoust . Le roy avoit environ huict cens hommes d' armes avecques luy , et",arriva,"le premier . Du costé où estoit le roy d' Angleterre , estoit toute son",VERcjg,|arriver|
78fa16e9-31cf-4d67-b256-a0dbd0ad15ec,"commyn5, p. 22","que ceulx dont j' ay parlé , et suffisoit bien . Monsr de Lorraine y",arriva,"à peu de gens , dont bien luy en print depuis , car le duc",VERcjg,|arriver|
1e741a0d-0819-45ca-bbb0-4468cdcb0f3b,"commyn5, p. 24","qu' elles ne sont et en parlent legièrement . Le seigneur de Contay , qui",arriva,"vers le roy tost après la bataille , confessa au roy , moy present ,",VERcjg,|arriver|
60c34345-1930-41a1-94a2-969a58160fa0,"commyn5, p. 30",qu' elle vint devers luy et ordonna de sa despense en chemin . Quant elle,arriva,", il envoya largement gens au devant d' elle et luy mesmes l' alla recevoir",VERcjg,|arriver|
4e67d15c-5536-49ae-a64e-498c86e7594b,"commyn5, p. 37","le plus tard , deux jours après ladicte place rendue , ledit duc de Bourgongne",arriva,"bien accompaigné selon le cas , car ilz luy estoient venuz quelques gens du quartier",VERcjg,|arriver|
c81c4f0a-8b11-40e1-a30e-e4810a7bfa72,"commyn5, p. 90",", entre les autres , fut prins ledict seigneur de Vergy . Le roy y",arriva,"le lendemain , qui eut grant joye de ceste aventure , et fit mectre tous",VERcjg,|arriver|
d6052d45-9876-40a8-b9ff-b0b8855c5487,"commyn7, p. 52",les neiges estoient grandes . Il ne fut que trois jours davant ; et y,arriva,"le duc de Millan avant la composition , et passa par le Pont de Tremolo",VERcjg,|arriver|
48944604-7ee8-4928-a53d-6d3134751b1c,"commyn7, p. 68",". Et qui considereroit bien quantes foiz ceste armée cuida rompre , depuis qu' elle",arriva,"à Vienne ou Daulphiné , et comment elle se renovoit et par quelles aventures ,",VERcjg,|arriver|
19e02052-6c26-4ed3-8563-3b5520a9ac51,"commyn8, p. 31",", et de nous ne pouvoit - il estre secouru , car nous n' y",arrivasmes,"d' ung jour et demy après , à cause de ceste artillerie , et logea",VERcjg,|arriver|
1ee19cef-47c3-4879-bc13-c66fecf2dca4,"commyn8, p. 33",roy seroit passé la montaigne et logé en ce village appellé Fourenoue . Et cependant,arriva,tout le reste de leurs gens ; et si ne povoyons passer que en leur,VERcjg,|arriver|
a1df20df-c0ee-49dc-928a-ec46b60411ae,"commyn8, p. 36",à grand peyne s' en feust - on sceü garder en ce voyage . Nous,arrivasmes,", comme avez oý , ung dimenche à mydi , et maint homme de bien",VERcjg,|arriver|
792c4bb9-beac-4884-ab1a-59da0f50e2b0,"commyn8, p. 54",avoit le meilleur cheval du monde pour luy et se remuoit et deffendit ; et,arriva,sur l' heure de ses aultres gens qui n' estoient guères loing de luy ;,VERcjg,|arriver|
3cab4ec8-0931-4645-973e-0df23c85f39e,"commyn8, p. 59",", Petillano ! » et alla après ceulx qui fuyoient , car quant il y",arriva,ilz chargeoient en leur ost les tantes ; et y avoit grant nombre de mulletz,VERcjg,|arriver|
1a82dbe1-6010-40a5-a58d-835a49924a94,"commyn8, p. 86","myeulx vallu faire ce que luy manday , comme se veoit dessus , dès que",arrivasmes,"en Ast , qui estoit de partir et mettre hors tous gens inutiles et venir",VERcjg,|arriver|
2e677494-6a9b-4f11-ba2d-78ef8c5e2e31,"thebes1, p. 22, v. 666",as nortonniers moutre port quant vont de nuit najant par mer et ne sevent ou,arriver,". Pour ce l' i mist Phoroneüs , de cui linage est Adratus qui ore",VERinf,|arriver|
37f48e61-1ad1-4e34-bbfe-4b5fd2bafa3f,"amiamil, p. 66, v. 2048","barges s' en entrent , Naigent et syglent li chevalier ensamble , Devant la porte",arriverent,il sempres . Cil de la ville moult grant joie en demainnent . Ez Amile,VERcjg,|arriver|
ad496839-3cc5-4447-81f8-d0cf90adcad8,"clari, p. 43","au rivage desfendre , qui s' estoient vanté a l' empereeur que ja n' i",arriveroient,li pelerin tant comme il i fussent . Quant li chevalier furent issu hors des,VERcjg,|arriver|
517253d1-dc53-4dec-95d7-a7cbbc94cea5,"clari, p. 56","illueques tout ensanle en unes mansions qui i estoient , et traisent leur navie et",arriverent,"devant aus , et aloient en le chité quant il voloient . Et quant il",VERcjg,|arriver|
9a6cdf82-31d9-4ca3-a368-cb98881f1e4c,"qgraal_cm, p. 218d",estoit en proieres et en oroisons de ceste chose si resgarde et voit la nef,arrivee,"a une roche vielle et anciane , et avoit assez pres de la roche ou",VERppe,|arriver|
4ca15716-ff7a-4775-8126-7fa28de1eb51,"menreims, p. 1v","nagerent par mer , et furent un mois en la menaide des venz , et",arriverent,"a Sur , carplus de terre n' avoient Crestien en la contree de Surie .",VERcjg,|arriver|
368d7c01-b996-406b-bf5b-0525d9ca20cc,"menreims, p. 2r",et movoir d' Escaloingne ou il estoit et aler a Sur atout le druguement et,arriver,a Sur un poi devant la mienuit . Li druguemens monta amont par une fause,VERinf,|arriver|
058ca82e-60e4-4a3b-ace8-edfeaa375d59,"menreims, p. 12v","mer atout mout grant chevalerie , et orent bon vent et bon oreit , et",arriverent,"a Diepre , un port de Normendie qui estoit siens , et issirent fors des",VERcjg,|arriver|
a16740fd-2bbb-41cd-a2b5-b254365adab5,"menreims, p. 16r","et assembla grant ost , et monterent sor mer , et tant nagerent qu' il",arriverent,a Bayone une siene cité qui siet en Gascoigne sor mer . Et la furent,VERcjg,|arriver|
04d9e0d2-5f48-4716-aa23-130288f0499c,"menreims, p. 17v","mer baut et liet et joiant , et errerent par mer douze jorz , et",arriverent,"a Douvre , un sien chastel , et menerent grant joie li Englois de la",VERcjg,|arriver|
50b88a52-b24f-428c-9230-9a733badd3fe,"menreims, p. 23v","et tuit cil qui estoient venu avec lui . Et monterent sor mer , et",arriverent,"a Saint Nicholas au Bar , et de la alerent par terre jusques a Rome",VERcjg,|arriver|
d9c2225f-63c0-45b8-920c-4902f82a8d9a,"menreims, p. 31v","la letre le roi de creance , et entrerent en mer a Calais , et",arriverent,"a Dovre , et demanderent le roi Jehan . Il lor fu enseigniez a Nicole",VERcjg,|arriver|
c03168c3-d1a0-440b-b287-161b9b649205,"menreims, p. 37r","dont je ne parole mie . Et monterent sor mer un lundi matin , et",arriverent,"a Douvre a vespres , si hativement qu' il ne furent parsut , et tendirent",VERcjg,|arriver|
66f6b0e0-a724-49d5-9376-1e8b13fa487f,"SGenPr1, p. 29","que la contree et touz li pueples estoient malbailliz , car nes n' i pouoient",arriver,", « si nous estoit touz de fain mourir » , si en a eu",VERinf,|arriver|
5aedfdfd-ef04-4420-b7a9-59acfbc3e7af,"SGenPr1, p. 29",Ele fist tant nager par nuit et par jour que cil qui la navie menoient,arriverent,droit a un chastel qui Arsise estoit apeléz . En cel chastel troverent grant foison,VERcjg,|arriver|
8c29857c-4434-46d1-b3a3-1171e107d5b1,"SGenPr1, p. 42",venz et la navie tout ensamble . Damedieu ouvra ausint pour s' ancele que il,arriverent,sanz peril . L' en a devant lui amenee une meschine forsenee qui le deable,VERcjg,|arriver|
1464b86e-531e-462a-ba36-251a78cd5724,"grchron1, p. 18",non Ybors . Il guerpirent Alemaigne et Germenie pour querre novele habitation ; en Galle,arriverent,"; li païs et la terre leur plut moult , et moult leur sembla delitable",VERcjg,|arriver|
747ae417-5ac1-443a-afc1-f81630934ad0,"JAntInv, p. INVII095-1",celui deu qui seroit ileuques . Il lor avint qu' en cel port ou il,arriverent,", si estoit le temple de cele Diane a qui n' aferoit pas sacrefier torel",VERcjg,|arriver|
5b67c209-8425-4405-ac1d-b828c8ead703,"fauvel, p. 104, v. 2915",En admirable royauté . Les angelz de nostre beauté Et les sains qui ou ciel,arrivent,Se merveillent et si s' en vivent ; Ne peuent assasïez estre De regarder nous,VERcjg,|ariver|arriver|
8b1c8736-9e24-4707-837d-6edad8d9cec4,"moree, p. 193",attendoient pour lui recuillir . Si entra dedens et toute sa gent et vint droit,arriver,"a Clarence , sans nul encombrement . Et quant il fu sceu par la Morée",VERinf,|arriver|
794ea272-87d7-4834-bf68-02c4698ef128,"moree, p. 214","; et erra tant , que par terre que par mer , que il vint",arriver,"au port de Clarence . Et quant il fu arrivés , si envoia les lettres",VERinf,|arriver|
8b945b86-935f-46c7-9ef3-481b5bf63c05,"hlanc, p. 93","jeo ma nief qe jeo vous prie , tresdouz Sires Dieux , qe jeo puisse",arriver,"par vostre seynte grace au port de salu , et jeo puisse ma nief ensi",VERinf,|arriver|
fe84422b-b9e4-4380-99da-f608e7e2ed66,"Berin1, p. 39",", car tous furent esbaÿ , pour ce que pieça n' y avoient mais veü",arriver,"nefz , car ce estoit une ille hors voye , si n' estoient pas de",VERinf,|arriver|
5cc488cc-e5d4-4032-acac-9a1094b6a73c,"Berin1, p. 40","pas seigneur de ce païs , ainçois estoit le seigneur des nefs qui la estoient",arrivees,"; si le bienveigna et salua , ainsi qu' il appartient , et lui monstra",VERppe,|arriver|
13d92a24-c7dc-40f8-84e2-5d6e6e0867a5,"Berin1, p. 121","a leur force . Ainsi qu' il estoient en ce parlement , toutes les nefz",arriverent,", et descendirent a terre sain et sauf . Et Griano , qui estoit li",VERcjg,|arriver|
fc1ad80b-f37f-4c78-8cde-005d3dfec498,"Berin1, p. 123","sont trop plus de gent que nous ne sommes , siques , s' il pouoit",arriver,"et prendre terre , noz effors ne nous vauldra rien contre le leur . Sy",VERinf,|arriver|
5a920d96-7d0d-476a-988b-e2f52cefcc7d,"Berin1, p. 351",avoit desirez a veoir et a trouver . Tant alerent singlant par mer qu' ilz,arriverent,"au port de Rommenie et descendirent sauvement a terre , lié et joyant , et",VERcjg,|arriver|
c01dff2a-06a4-44bd-86f6-c8c0b63380e6,"Berin2, p. 164","nagerent tant par mer que , dedens un mois , ilz exploicterent tant qu' ilz",arriverent,a Blandie . Adonc print l' empereur deux messagiers et les envoia a cellui qui,VERcjg,|arriver|
cb9c4f38-6711-4597-b879-2887e52a043a,"Berin2, p. 169","finerent de nagier , par jour et par nuit , jusques ad ce que ilz",arriverent,au port de Romme bien et en paix et a grant joie . Adont vint,VERcjg,|arriver|
75973c4b-06ef-4ff1-acba-45f6490ec46a,"Berin2, p. 174","ilz orent bon vent , si nagerent tant par nuit et par jour que ilz",arriverent,"a une journee prez de la cité de Constantinoble , qui moult estoit cité de",VERcjg,|arriver|
784ddfa4-1397-4c12-a6c1-1a06ed9f431c,"Berin2, p. 182","entrerent en mer et nagerent tant , par nuit et par jour , qu' ilz",arriverent,"au port de Romme . Et quant ceulx de son paÿs sorent la nouvelle ,",VERcjg,|arriver|
a4e9dacc-85e1-4619-a908-e34ddb3b7643,"regcrim1, p. 211","est que , mercredi derrenierement passé , environ jour saillant , lesdiz pere et filz",arriverent,"en l' ostel d' elle qui parle , estant à la fontaine Maubué , ouquel",VERcjg,|arriver|
edce662f-9b25-4b20-a45b-7738d15f9975,"regcrim1, p. 345","querre les mesnages dont dessus est faite mention , en laquelle ville de Pontoise ilz",arriverent,"ledit samedi au soir , jurent et coucherent illec , et le landemain , entre",VERcjg,|arriver|
000baf64-9e20-4b82-94a9-b6c13bee1ea3,"regcrim1, p. 345",", chargerent ladite charrete et s' en vindrent à Paris , en laquelle ville ilz",arriverent,"environ heure de vespres , et si tart ariverent , que quant ilz orent deschargié",VERcjg,|arriver|
18296816-4e47-4667-9f6e-37042553872e,"regcrim1, p. 347","de dymenche , environ l' anuitement , à laquelle heure elle et les dessus nommez",arriverent,"à Paris , en l' an mil CCCIIIJxx et dix , ès jours qui s'",VERcjg,|arriver|
dd34b213-5ce5-4f0a-964b-3281f40e44ad,"regcrim1, p. 350","audit lieu de Pontoise , et aussi du temps , jour et heure qu' ilz",arriverent,", au rettour , en la ville de Paris , elle s' en vieult raporter",VERcjg,|arriver|
61c12d92-9e7a-4062-a49a-d152f3600f9b,"regcrim1, p. 410","aus Corneilles , par l' oste dudit lieu , et en ces parolles disant ,",arriverent,"illec deux compaignons , à l' un desquelx ycellui Eustace donna et fery d' icelle",VERcjg,|arriver|
dbc87851-f3f8-4431-8d54-8af63c89e2fc,"regcrim1, p. 520","s' en alerent audit lieu de Poitiers , auquel lieu et ville de Poitiers ilz",arriverent,"à un soir , soupperent et coucherent ensamble en l' ostel d' une femme dont",VERcjg,|arriver|
31c52ff2-2e85-4df4-a467-a01c771df3eb,"regcrim1, p. 521","ou environ , qu' ilz se partirent ensamble pour retourner devers le roy ; et",arriverent,"à Saint-Germain en Laye à un certain jour dont il n' est record , auquel",VERcjg,|arriver|
a3b3738c-9188-4a2c-bdf3-bc6d7749aa0d,"regcrim1, p. 525","roy nostre sire , jusques en la ville de Poitiers , en laquelle ville ilz",arriverent,"à un soir , se logerent ou marchié , en l' ostel d' une femme",VERcjg,|arriver|
e16ea666-f52d-4228-b845-e9d90d0263dc,"regcrim1, p. 527","de Saint-Germain en Laye , en laquelle le roy estoit au temps qu' ilz y",arriverent,", qui y fu VIJ semaines a ou environ , autrement du temps n' est",VERcjg,|arriver|
b42463c5-34c7-417f-a0e5-90bcb49afaa1,"regcrim1, p. 542","en la ville de Senliz , à l' enseingne du Heaume , auquel lieu ilz",arriverent,"environ soleil couchant . Et quant ilz furent logez , ilz appareillerent leurs chevaux et",VERcjg,|arriver|
f3b9c07a-5077-4a12-b5c0-decf42bee0ad,"regcrim1, p. 544","où pou arresterent , et s' en vindrent disner à Paris , là où ilz",arriverent,"entre XJ et XIJ heures avant midi , et s' en ala chascun en son",VERcjg,|arriver|
a5abbba7-413f-4435-b0b1-f0b679543d60,"regcrim1, p. 557","il en avoit grant joye . Et alerent ensamble jusques à Roquencourt , où ilz",arriverent,"à boire entre heure de prime et de tierce , et , pour desjeuner et",VERcjg,|arriver|
0aa47a6e-690a-4baa-ae82-c139ce5cc6c5,"regcrim2, p. 138",ne cognoissoient li uns l' autre . Ouquel jour ilz s' en alerent ensamble et,arriverent,"en une hostellerie , soupperent à une table et païerent chascun leur escot . Après",VERcjg,|arriver|
7841477b-539e-4875-9f48-5ac202bd6358,"regcrim2, p. 227",veoir s' ilz pourroient avoir et recouvrer icelle fillete ; et tant firent qu' ilz,arriverent,"ensamble en icelle ville de Rungy ainsi comme environ vespres , en laquelle , tant",VERcjg,|arriver|
56eb3c58-dfcf-4888-8975-e59a4a89660d,"regcrim2, p. 230","ville de Rungy dessus dite , en laquele , après heure de nonne , ilz",arriverent,"au-devant de l' ostel du presbitaire , ouquel lieu il qui parle par plusieurs fois",VERcjg,|arriver|
0d6b6234-80ba-407b-8816-b6c094cbfe9d,"regcrim2, p. 235","Fresnes , et d' ilec alerent en ladite ville de Rungy , en laquele ilz",arriverent,"environ heure de nonne , demanderent aus habitans d' icelle ville et voisins dudit curé",VERcjg,|arriver|
3791d646-24a0-4a0d-a7be-d5010ddd5e7a,"regcrim2, p. 269",pour les injures qu' il lui avoit faites et dites . Auquel lieu eulx tous,arriverent,"environ minuyt , hurterent et appellerent icellui Badier , disans qu' il leur ouvrist l'",VERcjg,|arriver|
f508aac6-95b0-4084-97e0-9d0a46ca5e9d,"melusine, p. 39","plus , car il ne lui convient que commander . » En ces paroles disant",arriverent,es paveillons . Et fu le conte logié ou plus riche qu' il eust oncques,VERcjg,|arriver|
ece3ed7f-e7b5-447e-9fdf-2cf269feb8f3,"melusine, p. 78","C' est Dieu mercy et vous . » Et lors , en ces paroles ,",arriverent,"a Lusignen , et descendirent . Et fu la feste moult grant , et dura",VERcjg,|arriver|
97345873-f443-44be-8456-1021cb3c2a39,"melusine, p. 83",que Melusigne fu moult curieuse de apprester l' affaire de ses enfans . Et fist,arriver,"au port de la Rochelle grant et riche navire , tant de galees , comme",VERinf,|arriver|
52c7489e-d2a5-4dc6-a3d2-165e69231276,"melusine, p. 88",vers Chippre . Comment les deux enfans se partent du port de la Rochelle et,arriverent,au Lymacon en Chippre . Comment les deux enfans se partent du port de la,VERcjg,|arriver|
8e009f58-f7f1-430a-b3ab-31c7aa2d0ebe,"melusine, p. 88",en Chippre . Comment les deux enfans se partent du port de la Rochelle et,arriverent,"au Lymacon en Chippre . L' ystoire dit que , quant Uriiens et Guion et",VERcjg,|arriver|
e48d9b67-8adc-4710-bfd9-7230ae036233,"melusine, p. 91",", dist Uriiens , or soit fait ou nom de Dieu . » Lors se",arriverent,"et ancrerent au port , et manderent a l' abbaye que ilz ne se doubtassent",VERcjg,|arriver|
7cb35646-a09c-4b06-9693-a6a356c85358,"melusine, p. 124",", par force de vent et de la mer qui se tourmenta un petit ilz",arriverent,"au Cruq en Armenie . Et quant le roy de Armenie , qui estoit frere",VERcjg,|arriver|
ffece758-837f-48be-9a68-ffd8e7a4d457,"melusine, p. 125",comme gent duit du mestier d' armes . Et entrent en petiz vaisseaulx et se,arrivent,a terre et montent a cheval et s' en vont vers le Cruq . Et,VERcjg,|ariver|arriver|
918460e2-bbf6-4b62-a1ae-6a3b16a2f900,"melusine, p. 128",que ly Chipprien n' eussent point de roy . Et s' avancoient fort de venir,arriver,"sans ce que ilz feussent apperceu ou pays , pour mieulx venir a leur intencion",VERinf,|arriver|
ef858577-4f22-4f3d-b1b4-cfb7434a0b7f,"melusine, p. 128",". Et avait ordonné sur pors gardes , que tantost que ilz les verroient venir",arriver,", ilz feroient signes de feu ; par quoy , en moins d' une nuit",VERinf,|arriver|
